,Value
55278,1000
55279,2000
55280,2000
55281,2000
55282,2000
55283,2000
55284,2000
55285,2000
55286,2000
55287,2000
55288,1000
55289,2000
55290,2000
55292,200
55293,200
55294,200
55295,200
55296,200
55297,200
55298,400
55299,400
55300,400
55301,400
55302,400
55303,400
55304,600
55305,600
55306,600
55307,600
55308,600
55309,600
55310,800
55311,800
55312,800
55313,800
55314,800
55315,800
55316,1000
55317,1000
55318,1000
55319,1000
55320,1000
55321,1000
55322,400
55323,400
55324,400
55325,400
55326,400
55327,400
55328,800
55329,800
55330,800
55331,10000
55332,800
55333,800
55334,1000
55335,1000
55336,1000
55337,1000
55338,1000
55339,1000
55340,2000
55341,2000
55342,2000
55343,2000
55344,2000
55345,2000
55346,2000
55347,2000
55348,4000
55349,2000
55350,2000
55351,2000
55353,200
55354,200
55355,200
55356,200
55357,200
55358,200
55359,400
55360,400
55361,400
55362,400
55363,400
55364,400
55365,600
55366,600
55367,600
55368,600
55369,600
55370,600
55371,800
55372,800
55373,800
55374,800
55375,800
55376,800
55377,3000
55378,1000
55379,1000
55380,1000
55381,1000
55382,1000
55383,400
55384,400
55385,400
55386,400
55387,400
55388,400
55389,800
55390,800
55391,800
55392,2000
55393,800
55394,800
55395,1000
55396,1000
55397,1000
55398,1000
55399,1000
55400,1000
55401,2000
55402,2000
55403,2000
55404,2000
55405,2000
55406,2000
55407,2000
55408,2000
55409,2000
55410,2000
55411,2000
55412,2000
55414,200
55415,200
55416,200
55417,200
55418,200
55419,200
55420,400
55421,400
55422,400
55423,400
55424,400
55425,400
55426,600
55427,600
55428,600
55429,600
55430,600
55431,600
55432,800
55433,800
55434,800
55435,800
55436,1000
55437,800
55438,1000
55439,1000
55440,1000
55441,1000
55442,1000
55443,1000
55444,400
55445,400
55446,400
55447,400
55448,400
55449,400
55450,800
55451,800
55452,800
55453,800
55454,800
55455,800
55456,1000
55457,1000
55458,2000
55459,1000
55460,1000
55461,1000
55462,2000
55463,2000
55464,2000
55465,2000
55466,4000
55467,2000
55468,2000
55469,2000
55470,2000
55471,2000
55472,2000
55473,2000
55475,200
55476,200
55477,200
55478,200
55479,200
55480,200
55481,400
55482,400
55483,400
55484,400
55485,400
55486,400
55487,600
55488,600
55489,600
55490,600
55491,600
55492,600
55493,800
55494,800
55495,800
55496,800
55497,800
55498,1000
55499,1000
55500,1000
55501,1000
55502,1000
55503,1000
55504,1000
55505,400
55506,400
55507,400
55508,400
55509,400
55510,400
55511,800
55512,800
55513,800
55514,800
55515,800
55516,800
55517,1000
55518,1000
55519,2000
55520,1000
55521,1000
55522,1000
55523,2000
55524,2000
55525,2000
55526,2000
55527,2000
55528,2000
55529,2000
55530,2000
55531,2000
55532,2000
55533,1000
55534,2000
55536,200
55537,200
55538,200
55539,200
55540,200
55541,200
55542,400
55543,400
55544,400
55545,400
55546,400
55547,400
55548,600
55549,800
55550,600
55551,600
55552,600
55553,600
55554,800
55555,800
55556,800
55557,800
55558,800
55559,800
55560,1000
55561,1000
55562,1000
55563,1000
55564,1000
55565,1000
55566,400
55567,400
55568,400
55569,400
55570,400
55571,400
55572,800
55573,800
55574,800
55575,800
55576,800
55577,800
55578,1000
55579,1000
55580,1000
55581,1000
55582,1000
55583,1000
55584,1000
55585,2000
55586,2000
55587,2000
55588,2000
55589,2000
55590,2000
55591,2000
55592,2000
55593,2000
55594,2000
55595,2000
55597,100
55598,100
55599,100
55600,100
55601,100
55602,100
55603,200
55604,200
55605,200
55606,200
55607,200
55608,200
55609,300
55610,300
55611,300
55612,300
55613,300
55614,300
55615,400
55616,400
55617,400
55618,400
55619,400
55620,400
55621,500
55622,500
55623,500
55624,900
55625,500
55626,500
55627,200
55628,200
55629,200
55630,200
55631,200
55632,200
55633,400
55634,400
55635,400
55636,400
55637,400
55638,400
55639,600
55640,600
55641,600
55642,600
55643,600
55644,600
55645,800
55646,800
55647,800
55648,800
55649,800
55650,800
55651,1000
55652,1000
55653,1000
55654,1000
55655,2000
55656,1000
55658,100
55659,100
55660,100
55661,100
55662,100
55663,100
55664,200
55665,200
55666,200
55667,200
55668,200
55669,200
55670,300
55671,300
55672,300
55673,300
55674,300
55675,300
55676,400
55677,400
55678,400
55679,400
55680,400
55681,400
55682,800
55683,500
55684,500
55685,500
55686,500
55687,500
55688,200
55689,200
55690,200
55691,200
55692,200
55693,200
55694,400
55695,400
55696,400
55697,400
55698,400
55699,400
55700,600
55701,600
55702,600
55703,600
55704,600
55705,600
55706,800
55707,800
55708,800
55709,1000
55710,800
55711,800
55712,1000
55713,1000
55714,1000
55715,1000
55716,1000
55717,1000
55719,200
55720,200
55721,200
55722,200
55723,200
55724,200
55725,400
55726,400
55727,400
55728,400
55729,400
55730,400
55731,600
55732,2000
55733,600
55734,600
55735,600
55736,600
55737,800
55738,800
55739,800
55740,800
55741,800
55742,800
55743,1000
55744,1000
55745,1000
55746,1000
55747,1000
55748,1000
55749,400
55750,400
55751,400
55752,400
55753,400
55754,800
55755,800
55756,800
55757,800
55758,800
55759,800
55760,1000
55761,2000
55762,1000
55763,1000
55764,1000
55765,1000
55766,2000
55767,2000
55768,2000
55769,2000
55770,2000
55771,2000
55772,2000
55773,2000
55774,2000
55775,2000
55776,3000
55777,2000
55779,100
55780,100
55781,100
55782,100
55783,100
55784,100
55785,200
55786,200
55787,200
55788,200
55789,200
55790,200
55791,300
55792,400
55793,300
55794,300
55795,300
55796,300
55797,400
55798,400
55799,400
55800,400
55801,400
55802,400
55803,500
55804,500
55805,500
55806,500
55807,500
55808,500
55809,200
55810,200
55811,200
55812,200
55813,200
55814,200
55815,400
55816,400
55817,400
55818,400
55819,400
55820,400
55821,600
55822,600
55823,600
55824,600
55825,600
55826,600
55827,800
55828,2000
55829,600
55830,800
55831,800
55832,800
55833,1000
55834,1000
55835,1000
55836,1000
55837,1000
55838,1000
55840,100
55841,100
55842,100
55843,100
55844,100
55845,100
55846,200
55847,200
55848,200
55849,200
55850,200
55851,200
55852,300
55853,300
55854,300
55855,300
55856,300
55857,300
55858,400
55859,600
55860,400
55861,400
55862,400
55863,500
55864,500
55865,500
55866,500
55867,500
55868,200
55869,200
55870,200
55871,200
55872,200
55873,400
55874,400
55875,400
55876,400
55877,400
55878,600
55879,600
55880,600
55881,1000
55882,600
55883,600
55884,800
55885,800
55886,800
55887,800
55888,800
55889,2000
55890,1000
55891,1000
55892,1000
55893,1000
55895,200
55896,200
55897,200
55898,200
55899,200
55900,200
55901,400
55902,400
55903,400
55904,400
55905,400
55906,400
55907,600
55908,600
55909,600
55910,1000
55911,600
55912,600
55913,800
55914,800
55915,800
55916,800
55917,800
55918,800
55919,1000
55920,1000
55921,1000
55922,1000
55923,1000
55924,1000
55925,400
55926,400
55927,400
55928,400
55929,400
55930,400
55931,800
55932,800
55933,800
55934,7000
55935,800
55936,800
55937,5000
55938,1000
55939,1000
55940,1000
55941,1000
55942,1000
55943,2000
55944,2000
55945,2000
55946,2000
55947,2000
55948,2000
55949,2000
55950,2000
55951,2000
55952,2000
55953,2000
55954,2000
55956,200
55957,200
55958,200
55959,200
55960,200
55961,200
55962,400
55963,400
55964,400
55965,400
55966,400
55967,400
55968,600
55969,600
55970,600
55971,600
55972,600
55973,600
55974,800
55975,800
55976,2000
55977,800
55978,800
55979,800
55980,1000
55981,1000
55982,1000
55983,1000
55984,1000
55985,1000
55986,400
55987,400
55988,400
55989,400
55990,400
55991,400
55992,3000
55993,800
55994,800
55995,800
55996,800
55997,800
55998,1000
55999,1000
56000,1000
56001,1000
56002,1000
56003,1000
56004,2000
56005,2000
56006,2000
56007,2000
56008,2000
56009,2000
56010,2000
56011,2000
56012,2000
56013,2000
56014,2000
56015,2000
56017,200
56018,200
56019,200
56020,200
56021,200
56022,200
56023,400
56024,400
56025,400
56026,400
56027,400
56028,400
56029,600
56030,600
56031,600
56032,600
56033,600
56034,600
56035,800
56036,800
56037,800
56038,800
56039,800
56040,2000
56041,1000
56042,1000
56043,1000
56044,1000
56045,1000
56046,1000
56047,400
56048,400
56049,400
56050,400
56051,400
56052,400
56053,800
56054,800
56055,800
56056,800
56057,800
56058,800
56059,1000
56060,1000
56061,3000
56062,1000
56063,2000
56064,1000
56065,2000
56066,2000
56067,2000
56068,2000
56069,2000
56070,2000
56071,2000
56072,2000
56073,2000
56074,2000
56075,2000
56076,2000
56078,200
56079,200
56080,200
56081,200
56082,200
56083,200
56084,400
56085,400
56086,400
56087,400
56088,400
56089,400
56090,600
56091,600
56092,600
56093,600
56094,600
56095,600
56096,800
56097,800
56098,800
56099,800
56100,800
56101,800
56102,800
56103,1000
56104,1000
56105,1000
56106,1000
56107,1000
56108,400
56109,400
56110,400
56111,400
56112,400
56113,400
56114,800
56115,800
56116,800
56117,800
56118,800
56119,800
56120,1000
56121,1000
56122,3000
56123,1000
56124,2000
56125,1000
56126,2000
56127,2000
56128,2000
56129,2000
56130,2000
56131,2000
56132,2000
56133,2000
56134,2000
56135,2000
56136,2000
56137,2000
56139,200
56140,200
56141,200
56142,200
56143,200
56144,200
56145,400
56146,400
56147,400
56148,400
56149,400
56150,400
56151,600
56152,600
56153,600
56154,600
56155,600
56156,600
56157,800
56158,800
56159,1000
56160,800
56161,800
56162,800
56163,1000
56164,1000
56165,1000
56166,1000
56167,1000
56168,1000
56169,400
56170,400
56171,400
56172,400
56173,400
56174,400
56175,800
56176,800
56177,800
56178,800
56179,800
56180,800
56181,1000
56182,1000
56183,1000
56184,1000
56185,1000
56186,1000
56187,2000
56188,2000
56189,1000
56190,2000
56191,2000
56192,2000
56193,2000
56194,2000
56195,2000
56196,2000
56197,2000
56198,2000
56200,200
56201,200
56202,200
56203,200
56204,200
56205,200
56206,400
56207,400
56208,400
56209,400
56210,400
56211,400
56212,600
56213,600
56214,600
56215,600
56216,600
56217,600
56218,800
56219,800
56220,800
56221,800
56222,800
56223,800
56224,1000
56225,1000
56226,1000
56227,1000
56228,1000
56229,1000
56230,400
56231,400
56232,400
56233,400
56234,400
56235,400
56236,800
56237,800
56238,800
56239,800
56240,800
56241,800
56242,1000
56243,1000
56244,2000
56245,1000
56246,1000
56247,1000
56248,2000
56249,2000
56250,2000
56251,2000
56252,2000
56253,2000
56254,2000
56255,2000
56256,2000
56257,2000
56258,2000
56259,2000
56261,200
56262,200
56263,200
56264,200
56265,200
56266,200
56267,400
56268,400
56269,400
56270,400
56271,400
56272,400
56273,600
56274,600
56275,600
56276,600
56277,600
56278,600
56279,800
56280,800
56281,800
56282,800
56283,800
56284,800
56285,1000
56286,1000
56287,1000
56288,1000
56289,1000
56290,1000
56291,400
56292,400
56293,400
56294,400
56295,400
56296,400
56297,800
56298,800
56299,800
56300,800
56301,800
56302,800
56303,1000
56304,1000
56305,1000
56306,1000
56307,1000
56308,1000
56309,2000
56310,1000
56311,2000
56312,2000
56313,2000
56314,2000
56315,3000
56316,2000
56317,2000
56318,2000
56319,2000
56320,2000
56322,200
56323,200
56324,200
56325,200
56326,200
56327,200
56328,400
56329,400
56330,400
56331,400
56332,400
56333,400
56334,600
56335,600
56336,600
56337,600
56338,600
56339,600
56340,800
56341,800
56342,800
56343,800
56344,800
56345,800
56346,1000
56347,1000
56348,1000
56349,1000
56350,1000
56351,400
56352,400
56353,400
56354,400
56355,400
56356,400
56357,800
56358,800
56359,800
56360,800
56361,800
56362,800
56363,2000
56364,1000
56365,1000
56366,1000
56367,1000
56368,1000
56369,2000
56370,2000
56371,2000
56372,2000
56373,2000
56374,2000
56375,2000
56376,2000
56377,2000
56378,2000
56379,2000
56380,2000
56382,200
56383,200
56384,200
56385,200
56386,200
56387,200
56388,400
56389,400
56390,400
56391,400
56392,400
56393,400
56394,1000
56395,600
56396,600
56397,600
56398,600
56399,600
56400,800
56401,800
56402,800
56403,800
56404,800
56405,800
56406,1000
56407,1000
56408,1000
56409,1000
56410,1000
56411,1000
56412,400
56413,400
56414,400
56415,400
56416,400
56417,400
56418,800
56419,800
56420,800
56421,800
56422,800
56423,800
56424,1000
56425,1000
56426,1000
56427,1000
56428,1000
56429,2000
56430,2000
56431,2000
56432,2000
56433,2000
56434,2000
56435,2000
56436,2000
56437,2000
56438,2000
56439,1000
56440,2000
56441,2000
56443,100
56444,100
56445,100
56446,100
56447,100
56448,100
56449,200
56450,200
56451,200
56452,200
56453,200
56454,200
56455,300
56456,300
56457,300
56458,300
56459,300
56460,400
56461,400
56462,500
56463,400
56464,400
56465,500
56466,500
56467,500
56468,500
56469,500
56470,200
56471,200
56472,200
56473,200
56474,200
56475,200
56476,400
56477,400
56478,400
56479,400
56480,400
56481,400
56482,600
56483,600
56484,600
56485,600
56486,600
56487,600
56488,800
56489,800
56490,800
56491,800
56492,800
56493,800
56494,1000
56495,2000
56496,2000
56497,1000
56498,1000
56500,200
56501,200
56502,200
56503,200
56504,200
56505,200
56506,400
56507,400
56508,400
56509,400
56510,400
56511,400
56512,600
56513,600
56514,600
56515,600
56516,600
56517,600
56518,800
56519,800
56520,800
56521,2000
56522,800
56523,800
56524,1000
56525,1000
56526,1000
56527,1000
56528,1000
56529,1000
56530,400
56531,400
56532,400
56533,400
56534,400
56535,400
56536,800
56537,800
56538,800
56539,800
56540,1000
56541,1000
56542,1000
56543,1000
56544,1000
56545,1000
56546,1000
56547,2000
56548,2000
56549,2000
56550,2000
56551,2000
56552,2000
56553,2000
56554,2000
56555,2000
56556,2000
56558,100
56559,100
56560,100
56561,100
56562,100
56563,100
56564,200
56565,200
56566,200
56567,200
56568,200
56569,200
56570,1000
56571,300
56572,300
56573,300
56574,300
56575,300
56576,400
56577,400
56578,400
56579,400
56580,400
56581,400
56582,500
56583,500
56584,500
56585,500
56586,500
56587,500
56588,200
56589,200
56590,200
56591,200
56592,200
56593,200
56594,400
56595,400
56596,400
56597,400
56598,400
56599,400
56600,600
56601,600
56602,600
56603,600
56604,600
56605,600
56606,800
56607,800
56608,2000
56609,800
56610,800
56611,2000
56612,1000
56613,1000
56614,1000
56615,1000
56616,1000
56617,1000
56619,100
56620,100
56621,100
56622,100
56623,100
56624,100
56625,200
56626,200
56627,200
56628,200
56629,200
56630,200
56631,500
56632,300
56633,300
56634,300
56635,300
56636,300
56637,400
56638,400
56639,400
56640,400
56641,400
56642,400
56643,500
56644,500
56645,500
56646,500
56647,500
56648,500
56649,200
56650,200
56651,200
56652,200
56653,200
56654,200
56655,400
56656,400
56657,400
56658,400
56659,400
56660,400
56661,600
56662,600
56663,600
56664,700
56665,600
56666,600
56667,800
56668,800
56669,800
56670,800
56671,1000
56672,800
56673,1000
56674,1000
56675,1000
56676,1000
56677,1000
56678,1000
56680,200
56681,200
56682,200
56683,200
56684,200
56685,200
56686,400
56687,400
56688,400
56689,400
56690,400
56691,400
56692,600
56693,600
56694,600
56695,600
56696,600
56697,600
56698,800
56699,800
56700,800
56701,800
56702,800
56703,800
56704,1000
56705,1000
56706,1000
56707,2000
56708,1000
56709,1000
56710,400
56711,400
56712,400
56713,400
56714,400
56715,400
56716,800
56717,800
56718,800
56719,800
56720,2000
56721,800
56722,1000
56723,1000
56724,6000
56725,1000
56726,1000
56727,1000
56728,2000
56729,2000
56730,2000
56731,2000
56732,2000
56733,2000
56734,2000
56735,2000
56736,2000
56737,2000
56738,2000
56739,2000
56741,100
56742,100
56743,100
56744,100
56745,100
56746,100
56747,200
56748,200
56749,200
56750,200
56751,200
56752,200
56753,300
56754,300
56755,300
56756,300
56757,300
56758,300
56759,500
56760,400
56761,400
56762,400
56763,400
56764,400
56765,500
56766,500
56767,500
56768,500
56769,500
56770,500
56771,200
56772,200
56773,200
56774,200
56775,200
56776,200
56777,400
56778,400
56779,2000
56780,400
56781,400
56782,400
56783,600
56784,1000
56785,600
56786,600
56787,600
56788,600
56789,800
56790,800
56791,800
56792,800
56793,800
56794,1000
56795,1000
56796,1000
56797,1000
56798,1000
56800,200
56801,200
56802,200
56803,200
56804,200
56805,200
56806,400
56807,400
56808,400
56809,400
56810,400
56811,400
56812,600
56813,600
56814,600
56815,600
56816,600
56817,600
56818,800
56819,800
56820,800
56821,800
56822,800
56823,800
56824,1000
56825,1000
56826,1000
56827,1000
56828,1000
56829,400
56830,400
56831,400
56832,400
56833,400
56834,400
56835,800
56836,800
56837,800
56838,800
56839,800
56840,800
56841,1000
56842,1000
56843,1000
56844,1000
56845,1000
56846,1000
56847,800
56848,2000
56849,2000
56850,2000
56851,2000
56852,2000
56853,2000
56854,2000
56855,2000
56856,2000
56858,200
56859,200
56860,200
56861,200
56862,200
56863,200
56864,400
56865,400
56866,400
56867,400
56868,400
56869,400
56870,600
56871,600
56872,600
56873,600
56874,600
56875,600
56876,800
56877,800
56878,800
56879,800
56880,800
56881,800
56882,1000
56883,1000
56884,1000
56885,1000
56886,1000
56887,1000
56888,400
56889,400
56890,400
56891,400
56892,400
56893,400
56894,2000
56895,800
56896,800
56897,800
56898,800
56899,1000
56900,1000
56901,1000
56902,1000
56903,1000
56904,2000
56905,2000
56906,2000
56907,2000
56908,2000
56909,2000
56910,2000
56911,2000
56912,2000
56913,2000
56914,2000
56916,200
56917,200
56918,200
56919,200
56920,200
56921,200
56922,400
56923,400
56924,400
56925,400
56926,400
56927,400
56928,1000
56929,600
56930,600
56931,600
56932,600
56933,600
56934,800
56935,800
56936,800
56937,800
56938,800
56939,800
56940,1000
56941,1000
56942,1000
56943,1000
56944,1000
56945,1000
56946,400
56947,400
56948,400
56949,400
56950,400
56951,400
56952,3000
56953,800
56954,800
56955,800
56956,800
56957,800
56958,1000
56959,1000
56960,1000
56961,2000
56962,1000
56963,1000
56964,2000
56965,2000
56966,2000
56967,2000
56968,2000
56969,2000
56970,2000
56971,2000
56972,2000
56973,2000
56974,2000
56976,200
56977,200
56978,200
56979,200
56980,200
56981,200
56982,400
56983,400
56984,400
56985,400
56986,400
56987,400
56988,600
56989,600
56990,600
56991,600
56992,600
56993,600
56994,1000
56995,800
56996,800
56997,800
56998,800
56999,800
57000,1000
57001,1000
57002,1000
57003,1000
57004,1000
57005,1000
57006,400
57007,400
57008,400
57009,400
57010,400
57011,400
57012,800
57013,800
57014,2000
57015,800
57016,800
57017,800
57018,1000
57019,1000
57020,1000
57021,1000
57022,1000
57023,1000
57024,2000
57025,2000
57026,2000
57027,2000
57028,2000
57029,2000
57030,2000
57031,2000
57032,2000
57033,4000
57034,2000
57035,2000
57037,100
57038,100
57039,100
57040,100
57041,100
57042,100
57043,200
57044,200
57045,200
57046,200
57047,200
57048,200
57049,300
57050,300
57051,300
57052,300
57053,300
57054,500
57055,400
57056,400
57057,400
57058,400
57059,400
57060,400
57061,500
57062,500
57063,500
57064,500
57065,500
57066,500
57067,200
57068,200
57069,200
57070,200
57071,200
57072,200
57073,400
57074,400
57075,1000
57076,400
57077,400
57078,400
57079,600
57080,600
57081,600
57082,600
57083,600
57084,600
57085,800
57086,800
57087,800
57088,1000
57089,800
57090,800
57091,1000
57092,1000
57093,1000
57094,1000
57095,1000
57096,1000
57098,200
57099,200
57100,200
57101,200
57102,200
57103,200
57104,400
57105,400
57106,400
57107,400
57108,400
57109,400
57110,600
57111,600
57112,600
57113,600
57114,600
57115,600
57116,800
57117,800
57118,800
57119,800
57120,800
57121,800
57122,1000
57123,1000
57124,1000
57125,1000
57126,1000
57127,1000
57128,400
57129,400
57130,400
57131,400
57132,400
57133,400
57134,800
57135,800
57136,800
57137,800
57138,800
57139,800
57140,1000
57141,1000
57142,1000
57143,1000
57144,1000
57145,1000
57146,2000
57147,2000
57148,2000
57149,2000
57150,2000
57151,2000
57152,2000
57153,1000
57154,2000
57155,2000
57157,200
57158,200
57159,200
57160,200
57161,200
57162,200
57163,400
57164,400
57165,400
57166,400
57167,400
57168,400
57169,600
57170,600
57171,600
57172,600
57173,600
57174,600
57175,800
57176,800
57177,800
57178,800
57179,800
57180,800
57181,1000
57182,1000
57183,1000
57184,1000
57185,1000
57186,3000
57187,400
57188,400
57189,400
57190,400
57191,400
57192,400
57193,800
57194,800
57195,800
57196,800
57197,800
57198,800
57199,1000
57200,2000
57201,1000
57202,1000
57203,1000
57204,1000
57205,2000
57206,2000
57207,2000
57208,2000
57209,2000
57210,2000
57211,2000
57212,2000
57213,2000
57214,2000
57215,800
57216,2000
57218,100
57219,100
57220,100
57221,100
57222,100
57223,100
57224,200
57225,200
57226,200
57227,200
57228,200
57229,200
57230,300
57231,300
57232,300
57233,300
57234,300
57235,300
57236,400
57237,400
57238,400
57239,500
57240,400
57241,400
57242,500
57243,500
57244,500
57245,500
57246,500
57247,500
57248,200
57249,200
57250,200
57251,200
57252,200
57253,200
57254,400
57255,400
57256,400
57257,400
57258,400
57259,400
57260,600
57261,600
57262,600
57263,600
57264,600
57265,600
57266,1000
57267,800
57268,800
57269,800
57270,800
57271,1000
57272,1000
57273,2000
57274,1000
57275,1000
57277,100
57278,100
57279,100
57280,100
57281,100
57282,100
57283,200
57284,200
57285,200
57286,200
57287,200
57288,200
57289,300
57290,300
57291,300
57292,300
57293,300
57294,300
57295,400
57296,400
57297,400
57298,400
57299,400
57300,400
57301,500
57302,500
57303,1000
57304,500
57305,500
57306,500
57307,200
57308,200
57309,200
57310,200
57311,200
57312,200
57313,400
57314,400
57315,400
57316,400
57317,400
57318,400
57319,600
57320,600
57321,600
57322,600
57323,600
57324,600
57325,800
57326,800
57327,1000
57328,800
57329,800
57330,800
57331,2000
57332,1000
57333,1000
57334,1000
57335,1000
57336,1000
57338,200
57339,200
57340,200
57341,200
57342,200
57343,200
57344,400
57345,400
57346,400
57347,400
57348,400
57349,400
57350,600
57351,600
57352,1000
57353,600
57354,600
57355,600
57356,800
57357,800
57358,800
57359,800
57360,800
57361,800
57362,1000
57363,1000
57364,1000
57365,1000
57366,1000
57367,1000
57368,400
57369,400
57370,400
57371,400
57372,400
57373,400
57374,800
57375,800
57376,800
57377,800
57378,800
57379,800
57380,1000
57381,1000
57382,1000
57383,1000
57384,1000
57385,1000
57386,2000
57387,2000
57388,2000
57389,2000
57390,2000
57391,2000
57392,2000
57393,2000
57394,3000
57395,2000
57396,2000
57397,2000
57399,200
57400,200
57401,200
57402,200
57403,200
57404,200
57405,400
57406,400
57407,400
57408,400
57409,400
57410,400
57411,600
57412,600
57413,600
57414,600
57415,600
57416,600
57417,800
57418,800
57419,800
57420,800
57421,800
57422,3000
57423,1000
57424,1000
57425,1000
57426,1000
57427,1000
57428,1000
57429,400
57430,400
57431,400
57432,400
57433,400
57434,400
57435,800
57436,800
57437,800
57438,800
57439,800
57440,800
57441,1000
57442,1000
57443,1000
57444,1000
57445,1000
57446,1000
57447,2000
57448,2000
57449,2000
57450,6000
57451,2000
57452,2000
57453,2000
57454,2000
57455,3000
57456,2000
57457,2000
57458,2000
57460,200
57461,200
57462,200
57463,200
57464,200
57465,200
57466,400
57467,400
57468,400
57469,400
57470,400
57471,400
57472,600
57473,600
57474,600
57475,600
57476,600
57477,600
57478,800
57479,800
57480,800
57481,800
57482,800
57483,800
57484,1000
57485,1000
57486,1000
57487,1000
57488,1000
57489,400
57490,400
57491,400
57492,400
57493,400
57494,400
57495,800
57496,800
57497,800
57498,800
57499,800
57500,800
57501,1000
57502,1000
57503,1000
57504,1000
57505,2000
57506,1000
57507,2000
57508,2000
57509,3000
57510,2000
57511,2000
57512,2000
57513,2000
57514,2000
57515,2000
57516,2000
57518,100
57519,100
57520,100
57521,100
57522,100
57523,100
57524,1000
57525,200
57526,200
57527,200
57528,200
57529,200
57530,300
57531,300
57532,300
57533,300
57534,300
57535,300
57536,400
57537,400
57538,400
57539,400
57540,400
57541,400
57542,500
57543,500
57544,500
57545,500
57546,500
57547,500
57548,200
57549,200
57550,200
57551,200
57552,200
57553,200
57554,400
57555,400
57556,400
57557,400
57558,400
57559,800
57560,600
57561,600
57562,600
57563,600
57564,800
57565,800
57566,800
57567,800
57568,800
57569,1000
57570,1000
57571,1000
57572,1000
57573,1000
57575,200
57576,200
57577,200
57578,200
57579,200
57580,200
57581,400
57582,400
57583,400
57584,400
57585,400
57586,400
57587,600
57588,600
57589,600
57590,1000
57591,600
57592,600
57593,800
57594,800
57595,800
57596,800
57597,800
57598,800
57599,1000
57600,1000
57601,1000
57602,1000
57603,1000
57604,1000
57605,400
57606,400
57607,400
57608,400
57609,400
57610,400
57611,1000
57612,800
57613,800
57614,800
57615,800
57616,800
57617,1000
57618,1000
57619,2000
57620,1000
57621,1000
57622,2000
57623,2000
57624,2000
57625,2000
57626,2000
57627,2000
57628,2000
57629,2000
57630,2000
57631,2000
57632,2000
57634,200
57635,200
57636,200
57637,200
57638,200
57639,200
57640,400
57641,400
57642,400
57643,400
57644,400
57645,400
57646,600
57647,600
57648,600
57649,600
57650,600
57651,600
57652,800
57653,800
57654,800
57655,2000
57656,800
57657,800
57658,1000
57659,1000
57660,1000
57661,1000
57662,1000
57663,1000
57664,400
57665,400
57666,400
57667,400
57668,400
57669,400
57670,800
57671,800
57672,800
57673,800
57674,800
57675,800
57676,5000
57677,1000
57678,1000
57679,1000
57680,1000
57681,1000
57682,2000
57683,2000
57684,2000
57685,2000
57686,2000
57687,2000
57688,2000
57689,2000
57690,2000
57691,2000
57692,2000
57693,2000
57695,100
57696,100
57697,100
57698,100
57699,100
57700,100
57701,200
57702,200
57703,200
57704,200
57705,200
57706,200
57707,300
57708,300
57709,300
57710,300
57711,300
57712,300
57713,400
57714,400
57715,400
57716,400
57717,400
57718,400
57719,500
57720,500
57721,500
57722,500
57723,500
57724,500
57725,200
57726,200
57727,200
57728,200
57729,200
57730,200
57731,400
57732,400
57733,400
57734,400
57735,400
57736,400
57737,600
57738,600
57739,600
57740,600
57741,600
57742,600
57743,800
57744,2000
57745,800
57746,800
57747,800
57748,800
57749,1000
57750,1000
57751,1000
57752,1000
57753,1000
57754,3000
57756,200
57757,200
57758,200
57759,200
57760,200
57761,200
57762,400
57763,400
57764,400
57765,400
57766,400
57767,400
57768,600
57769,600
57770,600
57771,600
57772,600
57773,600
57774,800
57775,800
57776,800
57777,800
57778,800
57779,800
57780,1000
57781,1000
57782,1000
57783,1000
57784,3000
57785,1000
57786,400
57787,400
57788,400
57789,400
57790,400
57791,400
57792,800
57793,800
57794,800
57795,800
57796,800
57797,800
57798,1000
57799,1000
57800,1000
57801,1000
57802,1000
57803,1000
57804,2000
57805,2000
57806,2000
57807,4000
57808,2000
57809,2000
57810,2000
57811,2000
57812,2000
57813,2000
57814,3000
57815,2000
57817,200
57818,200
57819,200
57820,200
57821,200
57822,200
57823,400
57824,400
57825,400
57826,400
57827,400
57828,400
57829,600
57830,600
57831,600
57832,600
57833,600
57834,600
57835,800
57836,800
57837,800
57838,800
57839,800
57840,800
57841,1000
57842,1000
57843,1000
57844,1000
57845,1000
57846,1000
57847,400
57848,400
57849,400
57850,400
57851,400
57852,400
57853,800
57854,800
57855,800
57856,800
57857,800
57858,800
57859,1000
57860,1000
57861,1000
57862,1000
57863,1000
57864,1000
57865,2000
57866,2000
57867,2000
57868,2000
57869,2000
57870,2000
57871,2000
57872,2000
57873,2000
57874,4000
57875,2000
57876,2000
57878,100
57879,100
57880,100
57881,100
57882,100
57883,100
57884,200
57885,200
57886,200
57887,200
57888,200
57889,200
57890,500
57891,300
57892,300
57893,300
57894,300
57895,300
57896,400
57897,400
57898,400
57899,400
57900,400
57901,400
57902,500
57903,500
57904,500
57905,500
57906,500
57907,500
57908,200
57909,200
57910,200
57911,200
57912,200
57913,200
57914,400
57915,400
57916,400
57917,400
57918,400
57919,400
57920,600
57921,600
57922,600
57923,600
57924,800
57925,600
57926,800
57927,800
57928,800
57929,800
57930,800
57931,800
57932,2000
57933,1000
57934,1000
57935,1000
57936,1000
57937,1000
57939,100
57940,100
57941,100
57942,100
57943,100
57944,100
57945,200
57946,200
57947,200
57948,200
57949,200
57950,200
57951,300
57952,300
57953,300
57954,300
