,Value
12887,200
12888,300
12889,400
12890,800
12891,200
12892,400
12893,200
12894,200
12895,2000
12896,400
12897,800
12898,200
12899,2000
12900,400
12901,100
12902,300
12903,400
12904,600
12905,200
12906,1000
12907,800
12908,800
12909,400
12910,400
12911,600
12912,200
12913,400
12914,600
12915,600
12916,800
12917,1000
12918,800
12919,600
12920,300
12921,300
12922,200
12923,100
12924,1000
12925,400
12926,2000
12927,800
12928,300
12929,2000
12930,1000
12931,2000
12932,400
12933,800
12934,200
12935,200
12936,400
12937,400
12938,400
12939,600
12940,1000
12941,1000
12942,800
12943,400
12944,800
12945,600
12946,600
12947,800
12948,500
12949,2000
12950,1000
12951,2000
12952,100
12953,2000
12954,400
12955,600
12956,200
12957,1000
12958,400
12959,800
12960,400
12961,1000
12962,800
12963,400
12964,800
12965,600
12966,1000
12967,1000
12968,400
12969,400
12970,300
12971,100
12972,200
12973,400
12974,1000
12975,1000
12976,800
12977,2000
12978,1000
12979,800
12980,200
12981,600
12982,500
12983,400
12984,400
12985,2000
12986,2000
12987,400
12988,200
12989,200
12990,1000
12991,800
12992,400
12993,400
12994,400
12995,200
12996,2000
12997,500
12998,400
12999,200
13000,600
13001,800
13002,2000
13003,400
13004,1000
13005,400
13006,1000
13007,300
13008,600
13009,800
13010,800
13011,1000
13012,200
13013,400
13014,200
13015,300
13016,200
13017,400
13018,200
13019,400
13020,2000
13021,2000
13022,400
13023,400
13024,1000
13025,800
13026,200
13027,200
13028,1000
13029,800
13030,2000
13031,200
13032,1000
13033,1000
13034,400
13035,300
13036,400
13037,2000
13038,800
13039,600
13040,2000
13041,400
13042,400
13043,2000
13044,200
13045,400
13046,400
13047,1000
13048,800
13049,5000
13050,1000
13051,200
13052,600
13053,200
13054,200
13055,400
13056,400
13057,1000
13058,400
13059,200
13060,100
13061,200
13062,800
13063,200
13064,200
13065,400
13066,1000
13067,500
13068,600
13069,100
13070,2000
13071,1000
13072,1000
13073,1000
13074,300
13075,600
13076,800
13077,200
13078,600
13079,600
13080,2000
13081,800
13082,2000
13083,600
13084,200
13085,800
13086,100
13087,200
13088,200
13089,100
13090,600
13091,200
13092,500
13093,1000
13094,3000
13095,2000
13096,200
13097,2000
13098,200
13099,800
13100,2000
13101,200
13102,800
13103,800
13104,200
13105,200
13106,400
13107,2000
13108,500
13109,200
13110,200
13111,2000
13112,600
13113,1000
13114,200
13115,600
13116,200
13117,400
13118,600
13119,100
13120,400
13121,2000
13122,800
13123,200
13124,200
13125,1000
13126,700
13127,200
13128,100
13129,600
13130,2000
13131,2000
13132,600
13133,1000
13134,100
13135,1000
13136,1000
13137,800
13138,800
13139,400
13140,400
13141,400
13142,4000
13143,1000
13144,200
13145,400
13146,1000
13147,800
13148,400
13149,500
13150,800
13151,200
13152,2000
13153,1000
13154,300
13155,400
13156,200
13157,800
13158,200
13159,600
13160,400
13161,100
13162,2000
13163,1000
13164,800
13165,200
13166,400
13167,800
13168,600
13169,1000
13170,400
13171,400
13172,200
13173,800
13174,500
13175,200
13176,1000
13177,500
13178,200
13179,2000
13180,300
13181,800
13182,500
13183,1000
13184,100
13185,2000
13186,600
13187,3000
13188,800
13189,200
13190,2000
13191,800
13192,200
13193,400
13194,800
13195,2000
13196,1000
13197,200
13198,400
13199,800
13200,400
13201,200
13202,300
13203,500
13204,1000
13205,200
13206,800
13207,300
13208,2000
13209,2000
13210,1000
13211,200
13212,300
13213,1000
13214,800
13215,600
13216,2000
13217,1000
13218,200
13219,2000
13220,100
13221,400
13222,400
13223,600
13224,200
13225,400
13226,400
13227,200
13228,300
13229,2000
13230,200
13231,200
13232,1000
13233,2000
13234,400
13235,2000
13236,2000
13237,500
13238,2000
13239,100
13240,300
13241,400
13242,800
13243,200
13244,600
13245,2000
13246,100
13247,2000
13248,200
13249,1000
13250,1000
13251,600
13252,200
13253,800
13254,400
13255,1000
13256,800
13257,400
13258,400
13259,1000
13260,400
13261,400
13262,200
13263,800
13264,200
13265,400
13266,400
13267,300
13268,200
13269,300
13270,1000
13271,400
13272,100
13273,1000
13274,300
13275,600
13276,800
13277,600
13278,400
13279,2000
13280,400
13281,1000
13282,600
13283,400
13284,400
13285,200
13286,300
13287,2000
13288,1000
13289,1000
13290,800
13291,2000
13292,400
13293,200
13294,500
13295,800
13296,300
13297,800
13298,1000
13299,400
13300,800
13301,200
13302,200
13303,2000
13304,500
13305,800
13306,2000
13307,1000
13308,2000
13309,1000
13310,200
13311,800
13312,1000
13313,1000
13314,600
13315,100
13316,500
13317,2000
13318,200
13319,1000
13320,2000
13321,800
13322,200
13323,1000
13324,500
13325,300
13326,500
13327,800
13328,400
13329,2000
13330,600
13331,600
13332,200
13333,200
13334,200
13335,600
13336,600
13337,2000
13338,200
13339,600
13340,600
13341,3000
13342,400
13343,600
13344,800
13345,1000
13346,1000
13347,400
13348,400
13349,400
13350,400
13351,200
13352,200
13353,1000
13354,200
13355,400
13356,2000
13357,600
13358,400
13359,200
13360,1000
13361,1000
13362,500
13363,1000
13364,600
13365,600
13366,200
13367,800
13368,800
13369,2000
13370,600
13371,400
13372,1000
13373,400
13374,300
13375,400
13376,300
13377,400
13378,400
13379,500
13380,100
13381,800
13382,400
13383,600
13384,200
13385,600
13386,400
13387,800
13388,400
13389,300
13390,2000
13391,300
13392,1000
13393,200
13394,200
13395,800
13396,600
13397,200
13398,400
13399,400
13400,400
13401,400
13402,200
13403,2000
13404,1000
13405,400
13406,800
13407,300
13408,200
13409,200
13410,200
13411,400
13412,200
13413,2000
13414,600
13415,2000
13416,400
13417,400
13418,200
13419,100
13420,2000
13421,200
13422,600
13423,100
13424,2000
13425,400
13426,800
13427,1000
13428,500
13429,800
13430,100
13431,200
13432,1000
13433,1000
13434,400
13435,100
13436,500
13437,1000
13438,200
13439,200
13440,1000
13441,600
13442,200
13443,1000
13444,400
13445,400
13446,300
13447,400
13448,200
13449,200
13450,600
13451,2000
13452,2000
13453,800
13454,600
13455,300
13456,4000
13457,1000
13458,600
13459,1000
13460,800
13461,1000
13462,800
13463,2000
13464,400
13465,800
13466,2000
13467,400
13468,200
13469,800
13470,400
13471,1000
13472,400
13473,1000
13474,1000
13475,2000
13476,400
13477,800
13478,200
13479,200
13480,400
13481,200
13482,800
13483,200
13484,200
13485,400
13486,400
13487,800
13488,400
13489,800
13490,100
13491,400
13492,1000
13493,800
13494,400
13495,1000
13496,800
13497,2000
13498,400
13499,800
13500,400
13501,1000
13502,800
13503,600
13504,1000
13505,400
13506,100
13507,400
13508,800
13509,300
13510,800
13511,600
13512,100
13513,400
13514,200
13515,400
13516,800
13517,400
13518,200
13519,100
13520,200
13521,400
13522,200
13523,800
13524,500
13525,800
13526,200
13527,600
13528,400
13529,800
13530,2000
13531,200
13532,800
13533,100
13534,600
13535,2000
13536,2000
13537,400
13538,100
13539,200
13540,800
13541,200
13542,800
13543,1000
13544,400
13545,800
13546,800
13547,2000
13548,1000
13549,1000
13550,800
13551,800
13552,800
13553,100
13554,800
13555,400
13556,600
13557,1000
13558,200
13559,200
13560,600
13561,500
13562,500
13563,200
13564,200
13565,500
13566,800
13567,800
13568,2000
13569,200
13570,2000
13571,800
13572,200
13573,200
13574,300
13575,400
13576,500
13577,400
13578,400
13579,2000
13580,100
13581,2000
13582,100
13583,600
13584,500
13585,1000
13586,300
13587,2000
13588,1000
13589,500
13590,2000
13591,800
13592,2000
13593,200
13594,600
13595,400
13596,2000
13597,400
13598,200
13599,800
13600,1000
13601,600
13602,600
13603,400
13604,600
13605,400
13606,200
13607,600
13608,400
13609,1000
13610,1000
13611,1000
13612,800
13613,2000
13614,500
13615,800
13616,800
13617,200
13618,2000
13619,2000
13620,400
13621,600
13622,100
13623,500
13624,1000
13625,300
13626,400
13627,1000
13628,800
13629,1000
13630,300
13631,200
13632,100
13633,600
13634,2000
13635,1000
13636,800
13637,400
13638,400
13639,1000
13640,1000
13641,800
13642,600
13643,400
13644,500
13645,200
13646,200
13647,800
13648,1000
13649,400
13650,800
13651,400
13652,1000
13653,600
13654,400
13655,200
13656,200
13657,2000
13658,200
13659,200
13660,1000
13661,1000
13662,200
13663,600
13664,1000
13665,2000
13666,1000
13667,1000
13668,400
13669,2000
13670,600
13671,400
13672,400
13673,1000
13674,200
13675,200
13676,600
13677,600
13678,100
13679,200
13680,1000
13681,800
13682,400
13683,800
13684,400
13685,800
13686,200
13687,1000
13688,400
13689,800
13690,400
13691,400
13692,2000
13693,400
13694,800
13695,400
13696,200
13697,1000
13698,2000
13699,600
13700,2000
13701,300
13702,400
13703,400
13704,500
13705,600
13706,400
13707,2000
13708,1000
13709,800
13710,400
13711,200
13712,2000
13713,400
13714,1000
13715,400
13716,1000
13717,400
13718,400
13719,400
13720,400
13721,200
13722,1000
13723,400
13724,800
13725,500
13726,1000
13727,600
13728,400
13729,1000
13730,1000
13731,600
13732,800
13733,800
13734,200
13735,200
13736,800
13737,600
13738,1000
13739,1000
13740,600
13741,200
13742,1000
13743,100
13744,2000
13745,2000
13746,2000
13747,200
13748,400
13749,200
13750,400
13751,600
13752,800
13753,2000
13754,800
13755,300
13756,1000
13757,2000
13758,400
13759,800
13760,800
13761,800
13762,1000
13763,400
13764,200
13765,1000
13766,500
13767,400
13768,600
13769,800
13770,600
13771,800
13772,1000
13773,200
13774,200
13775,300
13776,800
13777,400
13778,2000
13779,800
13780,2000
13781,400
13782,1000
13783,2000
13784,600
13785,2000
13786,1000
13787,1000
13788,200
13789,800
13790,300
13791,2000
13792,400
13793,500
13794,1000
13795,200
13796,1000
13797,800
13798,100
13799,800
13800,400
13801,400
13802,100
13803,400
13804,200
13805,400
13806,1000
13807,600
13808,800
13809,400
13810,400
13811,500
13812,200
13813,600
13814,400
13815,1000
13816,2000
13817,400
13818,800
13819,500
13820,300
13821,400
13822,500
13823,400
13824,1000
13825,2000
13826,600
13827,2000
13828,2000
13829,600
13830,600
13831,500
13832,1000
13833,200
13834,1000
13835,2000
13836,1000
13837,1000
13838,400
13839,300
13840,200
13841,1000
13842,400
13843,200
13844,500
13845,100
13846,1000
13847,2000
13848,800
13849,400
13850,400
13851,1000
13852,200
13853,800
13854,2000
13855,500
13856,1000
13857,800
13858,400
13859,800
13860,400
13861,1000
13862,400
13863,200
13864,200
13865,300
13866,200
13867,800
13868,200
13869,800
13870,1000
13871,300
13872,1000
13873,200
13874,300
13875,1000
13876,200
13877,400
13878,800
13879,2000
13880,1000
13881,2000
13882,300
13883,600
13884,2000
13885,600
13886,200
13887,200
13888,400
13889,100
13890,1000
13891,1000
13892,2000
13893,600
13894,100
13895,800
13896,1000
13897,200
13898,1000
13899,2000
13900,1000
13901,300
13902,400
13903,2000
13904,400
13905,200
13906,400
13907,100
13908,400
13909,600
13910,400
13911,1000
13912,200
13913,200
13914,600
13915,400
13916,1000
13917,400
13918,2000
13919,600
13920,2000
13921,200
13922,200
13923,3000
13924,2000
13925,2000
13926,400
13927,800
13928,800
13929,2000
13930,400
13931,200
13932,600
13933,800
13934,600
13935,1000
13936,200
13937,200
13938,2000
13939,200
13940,1000
13941,400
13942,400
13943,1000
13944,200
13945,400
13946,1000
13947,100
13948,100
13949,800
13950,2000
13951,200
13952,800
13953,600
13954,500
13955,600
13956,400
13957,600
13958,400
13959,1000
13960,400
13961,400
13962,400
13963,800
13964,2000
13965,800
13966,400
13967,500
13968,200
13969,400
13970,800
13971,100
13972,1000
13973,200
13974,500
13975,200
13976,400
13977,800
13978,100
13979,600
13980,200
13981,400
13982,600
13983,400
13984,2000
13985,400
13986,2000
13987,800
13988,1000
13989,400
13990,300
13991,100
13992,600
13993,600
13994,600
13995,400
13996,2000
13997,400
13998,100
13999,500
14000,800
14001,600
14002,600
14003,200
14004,400
14005,300
14006,800
14007,400
14008,2000
14009,800
14010,400
14011,1000
14012,1000
14013,500
14014,400
14015,200
14016,1000
14017,600
14018,800
14019,1000
14020,2000
14021,200
14022,800
14023,200
14024,400
14025,1000
14026,800
14027,800
14028,600
14029,2000
14030,400
14031,2000
14032,500
14033,400
14034,400
14035,200
14036,1000
14037,800
14038,500
14039,200
14040,400
14041,3000
14042,1000
14043,400
14044,800
14045,300
14046,400
14047,2000
14048,300
14049,1000
14050,3000
14051,800
14052,100
14053,600
14054,800
14055,3000
14056,1000
14057,2000
14058,2000
14059,400
14060,400
14061,500
14062,800
14063,2000
14064,2000
14065,1000
14066,400
14067,600
14068,500
14069,200
14070,400
14071,800
14072,2000
14073,2000
14074,800
14075,2000
14076,400
14077,200
14078,400
14079,1000
14080,400
14081,2000
14082,1000
14083,800
14084,400
14085,400
14086,800
14087,800
14088,400
14089,300
14090,2000
14091,200
14092,6000
14093,400
14094,800
14095,1000
14096,200
14097,600
14098,400
14099,800
14100,200
14101,300
14102,200
14103,600
14104,2000
14105,800
14106,2000
14107,1000
14108,400
14109,500
14110,400
14111,2000
14112,800
14113,800
14114,1000
14115,800
14116,200
14117,4000
14118,1000
14119,200
14120,600
14121,400
14122,400
14123,1000
14124,800
14125,800
14126,200
14127,3000
14128,100
14129,100
14130,2000
14131,600
14132,200
14133,200
14134,800
14135,600
14136,400
14137,1000
14138,800
14139,800
14140,1000
14141,2000
14142,2000
14143,2000
14144,300
14145,600
14146,800
14147,200
14148,200
14149,2000
14150,2000
14151,600
14152,100
14153,600
14154,800
14155,600
14156,1000
14157,400
14158,400
14159,1000
14160,200
14161,400
14162,400
14163,800
14164,200
14165,400
14166,1000
14167,300
14168,1000
14169,400
14170,200
14171,1000
14172,1000
14173,600
14174,800
14175,1000
14176,600
14177,800
14178,1000
14179,800
14180,400
14181,2000
14182,100
14183,1000
14184,200
14185,2000
14186,300
14187,200
14188,400
14189,800
14190,800
14191,800
14192,2000
14193,200
14194,1000
14195,400
14196,2000
14197,500
14198,800
14199,800
14200,600
14201,2000
14202,400
14203,800
14204,800
14205,600
14206,2000
14207,2000
14208,200
14209,300
14210,800
14211,400
14212,800
14213,2000
14214,400
14215,400
14216,600
14217,200
14218,300
14219,100
14220,500
14221,800
14222,600
14223,100
14224,200
14225,2000
14226,400
14227,600
14228,1000
14229,800
14230,2000
14231,1000
14232,400
14233,2000
14234,100
14235,200
14236,100
14237,2000
14238,400
14239,600
14240,5000
14241,300
14242,1000
14243,400
14244,1000
14245,200
14246,400
14247,200
14248,100
14249,400
14250,600
14251,400
14252,1000
14253,500
14254,2000
14255,2000
14256,800
14257,1000
14258,1000
14259,1000
14260,300
14261,8000
14262,2000
14263,500
14264,500
14265,4000
14266,1000
14267,400
14268,1000
14269,1000
14270,2000
14271,600
14272,400
14273,100
14274,1000
14275,200
14276,800
14277,2000
14278,200
14279,600
14280,1000
14281,400
14282,1000
14283,400
14284,400
14285,600
14286,1000
14287,400
14288,800
14289,400
14290,800
14291,300
14292,1000
14293,600
14294,400
14295,1000
14296,800
14297,1000
14298,400
14299,100
14300,200
14301,2000
14302,2000
14303,200
14304,2000
14305,400
14306,3000
14307,1000
14308,800
14309,1000
14310,2000
14311,600
14312,300
14313,600
14314,400
14315,200
14316,1000
14317,600
14318,600
14319,200
14320,100
14321,400
14322,200
14323,400
14324,1000
14325,2000
14326,1000
14327,1000
14328,400
14329,600
14330,200
14331,400
14332,100
14333,2000
14334,600
14335,2000
14336,600
14337,400
14338,800
14339,200
14340,200
14341,800
14342,400
14343,400
14344,200
14345,300
14346,400
14347,1000
14348,200
14349,200
14350,100
14351,200
14352,300
14353,100
14354,800
14355,1000
14356,200
14357,2000
14358,100
14359,400
14360,800
14361,300
14362,600
14363,500
14364,200
14365,1000
14366,400
14367,800
14368,1000
14369,400
14370,300
14371,600
14372,2000
14373,300
14374,100
14375,600
14376,3000
14377,1000
14378,1000
14379,800
14380,400
14381,400
14382,200
14383,400
14384,200
14385,2000
14386,200
14387,800
14388,2000
14389,500
14390,1000
14391,800
14392,400
14393,500
14394,400
14395,200
14396,200
14397,200
14398,400
14399,600
14400,1000
14401,1000
14402,2000
14403,1000
14404,500
14405,1000
14406,1000
14407,600
14408,400
14409,400
14410,2000
14411,300
14412,400
14413,200
14414,800
14415,800
14416,800
14417,600
14418,200
14419,800
14420,800
14421,400
14422,800
14423,2000
14424,600
14425,400
14426,400
14427,1000
14428,2000
14429,400
14430,400
14431,2000
14432,800
14433,400
14434,600
14435,1000
14436,200
14437,2000
14438,600
14439,5000
14440,200
14441,800
14442,1000
14443,2000
14444,2000
14445,800
14446,1000
14447,800
14448,300
14449,200
14450,2000
14451,1000
14452,400
14453,300
14454,600
14455,400
14456,500
14457,200
14458,400
14459,800
14460,800
14461,400
14462,200
14463,400
14464,400
14465,100
14466,400
14467,600
14468,400
14469,200
14470,400
14471,100
14472,500
14473,3000
14474,200
14475,2000
14476,400
14477,400
14478,2000
14479,300
14480,2000
14481,1000
14482,1000
14483,400
14484,500
14485,600
14486,600
14487,600
14488,1000
14489,2000
14490,2000
14491,400
14492,2000
14493,2000
14494,2000
14495,600
14496,400
14497,2000
14498,500
14499,600
14500,800
14501,400
14502,2000
14503,1000
14504,1000
14505,800
14506,3000
14507,200
14508,1000
14509,2000
14510,200
14511,1000
14512,1000
14513,400
14514,800
14515,500
14516,600
14517,400
14518,600
14519,400
14520,500
14521,200
14522,400
14523,200
14524,600
14525,200
14526,400
14527,2000
14528,800
14529,500
14530,2000
14531,200
14532,1000
14533,600
14534,400
14535,200
14536,300
14537,1000
14538,500
14539,400
14540,1000
14541,1000
14542,800
14543,500
14544,500
14545,200
14546,1000
14547,1000
14548,1000
14549,2000
14550,2000
14551,600
14552,400
14553,2000
14554,800
14555,600
14556,2000
14557,800
14558,400
14559,300
14560,400
14561,2000
14562,1000
14563,800
14564,800
14565,900
14566,500
14567,400
14568,400
14569,200
14570,400
14571,200
14572,1000
14573,200
14574,1000
14575,1000
14576,800
14577,300
14578,2000
14579,2000
14580,1000
14581,200
14582,100
14583,400
14584,500
14585,2000
14586,800
14587,2000
14588,800
14589,3000
14590,800
14591,400
14592,3000
14593,800
14594,400
14595,300
14596,400
14597,200
14598,400
14599,300
14600,400
14601,400
14602,1000
14603,1000
14604,400
14605,2000
14606,800
14607,800
14608,1000
14609,400
14610,600
14611,400
14612,200
14613,800
14614,2000
14615,1000
14616,500
14617,200
14618,600
14619,800
14620,400
14621,600
14622,200
14623,1000
14624,600
14625,800
14626,100
14627,200
14628,600
14629,2000
14630,400
14631,600
14632,400
14633,2000
14634,400
14635,500
14636,800
14637,200
14638,400
14639,300
14640,1000
14641,200
14642,2000
14643,200
14644,300
14645,400
14646,400
14647,500
14648,800
14649,600
14650,400
14651,3000
14652,3000
14653,300
14654,100
14655,600
14656,400
14657,2000
14658,2000
14659,400
14660,400
14661,300
14662,400
14663,800
14664,600
14665,400
14666,600
14667,2000
14668,2000
14669,200
14670,2000
14671,2000
14672,800
14673,400
14674,200
14675,400
14676,2000
14677,200
14678,800
14679,2000
14680,200
14681,800
14682,800
14683,600
14684,1000
14685,600
14686,2000
14687,400
14688,400
14689,200
14690,800
14691,800
14692,200
14693,2000
14694,1000
14695,2000
14696,1000
14697,400
14698,400
14699,200
14700,1000
14701,1000
14702,300
14703,500
14704,200
14705,400
14706,200
14707,200
14708,1000
14709,500
14710,800
14711,200
14712,600
14713,1000
14714,1000
14715,200
14716,400
14717,1000
14718,200
14719,1000
14720,400
14721,1000
14722,800
14723,600
14724,400
14725,200
14726,400
14727,600
14728,800
14729,400
14730,500
14731,400
14732,100
14733,400
14734,1000
14735,100
14736,2000
14737,600
14738,500
14739,2000
14740,200
14741,200
14742,1000
14743,800
14744,800
14745,200
14746,200
14747,200
14748,300
14749,800
14750,800
14751,1000
14752,500
14753,600
14754,100
14755,600
14756,2000
14757,1000
14758,600
14759,200
14760,800
14761,800
14762,800
14763,1000
14764,1000
14765,1000
14766,600
14767,400
14768,400
14769,500
14770,400
14771,800
14772,800
14773,300
14774,400
14775,100
14776,500
14777,400
14778,600
14779,400
14780,2000
14781,400
14782,200
14783,600
14784,3000
14785,400
14786,300
14787,800
14788,200
14789,600
14790,400
14791,200
14792,200
14793,1000
14794,1000
14795,800
14796,2000
14797,300
14798,200
14799,1000
14800,200
14801,1000
14802,400
14803,800
14804,400
14805,3000
14806,400
14807,600
14808,600
14809,2000
14810,100
14811,800
14812,200
14813,200
14814,1000
14815,400
14816,800
14817,300
14818,800
14819,400
14820,300
14821,400
14822,1000
14823,2000
14824,500
14825,500
14826,300
14827,600
14828,600
14829,800
14830,600
14831,200
14832,1000
14833,200
14834,400
14835,400
14836,400
14837,200
14838,1000
14839,500
14840,2000
14841,400
14842,800
14843,800
14844,200
14845,200
14846,200
14847,800
14848,2000
14849,2000
14850,300
14851,600
14852,100
14853,300
14854,200
14855,2000
14856,100
14857,400
14858,200
14859,800
14860,400
14861,2000
14862,400
14863,2000
14864,400
14865,800
14866,1000
14867,300
14868,400
14869,400
14870,1000
14871,800
14872,600
14873,400
14874,200
14875,1000
14876,2000
14877,400
14878,400
14879,600
14880,400
14881,2000
14882,200
14883,400
14884,1000
14885,800
14886,2000
14887,2000
14888,1000
14889,1000
14890,200
14891,600
14892,600
14893,1000
14894,2000
14895,1000
14896,800
14897,2000
14898,1000
14899,800
14900,200
14901,400
14902,200
14903,200
14904,800
14905,1000
14906,400
14907,800
14908,800
14909,600
14910,600
14911,200
14912,2000
14913,1000
14914,400
14915,100
14916,200
14917,1000
14918,2000
14919,1000
14920,200
14921,500
14922,200
14923,400
14924,1000
14925,1000
14926,200
14927,2000
14928,800
14929,600
14930,300
14931,100
14932,800
14933,400
14934,200
14935,2000
14936,300
14937,400
14938,200
14939,400
14940,2000
14941,400
14942,1000
14943,200
14944,500
14945,200
14946,800
14947,600
14948,300
14949,200
14950,800
14951,200
14952,6000
14953,400
14954,1000
14955,400
14956,400
14957,500
14958,400
14959,400
14960,600
14961,100
14962,800
14963,2000
14964,200
14965,2000
14966,500
14967,400
14968,1000
14969,1000
14970,400
14971,1000
14972,400
14973,2000
14974,100
14975,600
14976,1000
14977,2000
14978,2000
14979,200
14980,200
14981,400
14982,800
14983,800
14984,1000
14985,2000
14986,400
14987,200
14988,800
14989,1000
14990,2000
14991,2000
14992,1000
14993,2000
14994,800
14995,300
14996,2000
14997,500
14998,400
14999,300
15000,400
15001,300
15002,500
15003,500
15004,400
15005,1000
15006,800
15007,400
15008,2000
15009,800
15010,800
15011,200
15012,200
15013,600
15014,200
15015,600
15016,300
15017,200
15018,200
15019,500
15020,400
15021,400
15022,1000
15023,2000
15024,1000
15025,5000
15026,100
15027,400
15028,800
15029,400
15030,300
15031,200
15032,400
15033,400
15034,300
15035,400
15036,400
15037,2000
15038,100
15039,300
15040,400
15041,200
15042,1000
15043,1000
15044,600
15045,800
15046,400
15047,600
15048,600
15049,100
15050,100
15051,1000
15052,200
15053,400
15054,800
15055,800
15056,400
15057,500
15058,800
15059,200
15060,300
15061,2000
15062,1000
15063,800
15064,1000
15065,400
15066,400
15067,300
15068,800
15069,1000
15070,200
15071,800
15072,800
15073,3000
15074,100
15075,200
15076,400
15077,200
15078,2000
15079,800
15080,200
15081,600
15082,500
15083,400
15084,800
15085,200
15086,800
15087,2000
15088,600
15089,800
15090,800
15091,500
15092,800
15093,2000
15094,500
15095,1000
15096,500
15097,2000
15098,2000
15099,400
15100,400
15101,100
15102,400
15103,400
15104,1000
15105,400
15106,200
15107,800
15108,300
15109,800
15110,100
15111,1000
15112,800
15113,1000
15114,600
15115,100
15116,2000
15117,200
15118,100
15119,400
15120,1000
15121,1000
15122,1000
15123,200
15124,800
15125,400
15126,1000
15127,200
15128,400
15129,1000
15130,400
15131,1000
15132,200
15133,1000
15134,600
15135,100
15136,1000
15137,200
15138,400
15139,600
15140,1000
15141,400
15142,1000
15143,600
15144,1000
15145,100
15146,800
15147,400
15148,2000
15149,200
15150,4000
15151,200
15152,600
15153,400
15154,1000
15155,2000
15156,2000
15157,1000
15158,2000
15159,200
15160,400
15161,1000
15162,1000
15163,400
15164,800
15165,600
15166,400
15167,600
15168,300
15169,200
15170,800
15171,2000
15172,1000
15173,200
15174,600
15175,100
15176,300
15177,1000
15178,5000
15179,1000
15180,1000
15181,300
15182,200
15183,600
15184,400
15185,1000
15186,800
15187,200
15188,200
15189,2000
15190,800
15191,1000
15192,200
15193,200
15194,500
15195,400
15196,100
15197,800
15198,200
15199,200
15200,400
15201,2000
15202,800
15203,1000
15204,2000
15205,1000
15206,600
15207,200
15208,200
15209,500
15210,200
15211,5000
15212,400
15213,1000
15214,2000
15215,800
15216,100
15217,1000
15218,600
15219,100
15220,800
15221,200
15222,200
15223,200
15224,400
15225,500
15226,200
15227,2000
15228,400
15229,1000
15230,200
15231,500
15232,500
15233,400
15234,800
15235,300
15236,2000
15237,400
15238,400
15239,400
15240,800
15241,400
15242,400
15243,1000
15244,400
15245,400
15246,500
15247,2000
15248,600
15249,300
15250,200
15251,800
15252,100
15253,1000
15254,800
15255,400
15256,2000
15257,200
15258,300
15259,800
15260,200
15261,400
15262,200
15263,2000
15264,800
15265,800
15266,800
15267,100
15268,1000
15269,500
15270,400
15271,800
15272,400
15273,1000
15274,2000
15275,600
15276,400
15277,1000
15278,2000
15279,600
15280,400
15281,2000
15282,800
15283,2000
15284,800
15285,1000
15286,800
15287,1000
15288,600
15289,600
15290,2000
15291,1000
15292,200
15293,300
15294,1000
15295,200
15296,300
15297,800
15298,600
15299,2000
15300,800
15301,400
15302,600
15303,600
15304,600
15305,1000
15306,1000
15307,1000
15308,200
15309,100
15310,1000
15311,100
15312,200
15313,1000
15314,400
15315,1000
15316,200
15317,800
15318,200
15319,400
15320,2000
15321,2000
15322,1000
15323,600
15324,300
15325,1000
15326,200
15327,300
15328,400
15329,800
15330,1000
15331,800
15332,400
15333,300
15334,100
15335,1000
15336,1000
15337,100
15338,200
15339,400
15340,600
15341,1000
15342,2000
15343,1000
15344,600
15345,800
15346,500
15347,1000
15348,300
15349,300
15350,400
15351,1000
15352,2000
15353,400
15354,200
15355,200
15356,400
15357,800
15358,1000
15359,800
15360,2000
15361,400
15362,400
15363,400
15364,400
15365,200
15366,1000
15367,400
15368,200
15369,1000
15370,1000
15371,2000
15372,400
15373,2000
15374,1000
15375,1000
15376,2000
15377,2000
15378,100
15379,800
15380,800
15381,300
15382,100
15383,600
15384,400
15385,600
15386,400
15387,1000
15388,600
15389,200
15390,600
15391,2000
15392,300
15393,2000
15394,2000
15395,600
15396,2000
15397,200
15398,2000
15399,400
15400,100
15401,1000
15402,800
15403,1000
15404,200
15405,1000
15406,100
15407,600
15408,400
15409,2000
15410,600
15411,800
15412,800
15413,5000
15414,1000
15415,800
15416,300
15417,400
15418,400
15419,100
15420,200
15421,1000
15422,400
15423,400
15424,400
15425,500
15426,800
15427,1000
15428,2000
15429,1000
15430,800
15431,400
15432,2000
15433,400
15434,500
15435,1000
15436,1000
15437,200
15438,800
15439,600
15440,2000
15441,200
15442,1000
15443,600
15444,400
15445,800
15446,600
15447,400
15448,3000
15449,4000
15450,600
15451,600
15452,2000
15453,400
15454,200
15455,200
15456,200
15457,400
15458,200
15459,2000
15460,800
15461,600
15462,2000
15463,800
15464,1000
15465,400
15466,2000
15467,200
15468,800
15469,800
15470,400
15471,500
15472,800
15473,2000
15474,800
15475,500
15476,200
15477,400
15478,500
15479,200
15480,800
15481,1000
15482,100
15483,400
15484,100
15485,1000
15486,800
15487,1000
15488,500
15489,1000
15490,800
15491,1000
15492,1000
15493,400
15494,200
15495,400
15496,200
15497,1000
15498,2000
15499,2000
15500,2000
15501,800
15502,400
15503,1000
15504,2000
15505,600
15506,400
15507,400
15508,400
15509,400
15510,100
15511,800
15512,400
15513,500
15514,400
15515,400
15516,800
15517,400
15518,600
15519,300
15520,600
15521,600
15522,1000
15523,400
15524,400
15525,1000
15526,1000
15527,400
15528,2000
15529,1000
15530,200
15531,200
15532,800
15533,500
